reknr,omschr,debet,credit,afsluiten,afgesloten,btwkode,grootboek,apko,kode,debeta,credita,debetper,creditper,fiche,omschrfr,omschrde,omschren,marge,wagenpark
"407000","DUBIEUZE HDEBITEUREN",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"552000","res rekening",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"401000","TE INNEN WISSELS",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"400400","HANDELSDEB. OP TE STELLEN FACTUREN",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"252500","MOTOR",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"411010","BTW R/C",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"221009","GEB.AFSCHR.GEBOUWEN",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"200009","GEB.AFSCHR.OPRICHTINGSKOSTEN",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"280001","DEELNEMING RINIFOOD BVBA",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"221008","MEERWAARDE GEBOUWEN",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"240009","GEB. AFSCHR. MEUBILAIR",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"230009","GEB.AFSCHR.INSTALLATIES",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"230029","GEB.AFSCHR.ELECTR.INSTALLATIES",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"230059","GEB.AFSCHR.VERWARMINGSINSTALLATIE",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"231009","GEB.AFSCHR.MACHINES",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"231019","GEB.AFSCHR.BUREELMACHINES",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"232009","GEB.AFSCHR.HORECAMATERIEEL",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"232019","GEB.AFSCHR.MATERIEEL IN BRUIKLEEN",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"232039","GEB.AFSCHR.HARDWARE",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"232029","GEB.AFSCHR.SOFTWARE",0.0000,0.0000,"",F,"B"," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"570000","KAS",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"411001","BTW TE HERZIEN",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"411000","TERUG TE VORDEREN BTW",1.2700,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"550050","FORTIS R/C",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"550040","ING  R/C",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"550000","KBC R/C",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"550100","KB-RESERVEREKENING",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"451200","btw r/c",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439011","VOORAFBETALINGSKREDIET 2001",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439030","voorafbet bel ink 2002-aj2003",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"422200","LEASINGSCHULDEN ROLL.MAT. PW < 1JR",0.0000,0.0000,"",F,"D","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170190","inv kred 726-3586842-56",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"455300","te betalen lonen jobstudent",0.0000,0.0000,"",F," ","J","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174180","INV.KRED.CAM.NISSAN > 1 JAAR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420180","nissan camion inv krediet 726-3657909-22",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"455100","TE BETALEN LONEN ARBEIDERS",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"132010","BELAST.VRIJE RESEVER OP INVESTERINGEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"440009","OPENING CREDITEUREN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420190","inv kred 726-3586842-56",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"440001","LEVERANCIERS - V.O.",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"489000","R/C gedelegeerd bestuurders",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"460000","Vooruitbetalingen - klanten (nt. afgepunte)",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"489100","r/c johan",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"172200","LEASINGSCHULDEN ROLL.MAT. PW > 1JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"489200","r/c chris",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"455000","TE BETALEN LONEN",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"455200","TE BETALEN WEDDEN BEHEERDERS",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"489300","r/c roos",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"168010","UITGEST.BELAST.OP INV.RESERVE",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"434304","KREDIET VOORAFBETALING 2003/4",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"433000","KREDIETINST.SCHULDEN OP R/C",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423191","FIN K BMW JO +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"432000","Kredietinstellingen - Acceptkredieten",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"431000","PROMESSEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439000","ANDERE SCHULDEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"434003","FINANC.VA BELASTINGEN",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"430000","KORTLOPENDE LENING",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"429010","VOORAFBETALING BELASTING 2024",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423192","FIN L BMW CHR +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"429000","VOORAFBETALINGKREDI",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"429020","VOORAFBET BEL 2015",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423193","FIN M CITROEN SAXO +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439010","VOORAFBETALINGSKREDIET",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423194","FIN N VOLVO FL611 +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423195","FINANCIERING CHRYSLER VOYAGER +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"429030","Voorafbetaling aj19-ink2018",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"444110","LEVERANCIERS, TE ONTV. CN'S",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"470000","TE BETALEN DIVIDENDEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"456200","Vakantiegeld bedienden",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," ","N"
"454100","te bet rsz werkgever",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"454000","te betalen rsz wn",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"456100","TE BETALEN VAKANTIEGELD ARBEIDERS",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"453000","TE BET. BEDRIJFSVOORHEFFING",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"456000","TE BETALEN VAKANTIEGELD BEDIENDEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"452000","TE BETALEN BELASTINGEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"444000","TE ONTVANGEN FACTUUR (niet)",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"450000","GERAAMDE BELASTINGEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439070","VOORAFBETALINGEN",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"444100","LEVERANCIERS, TE ONTVANGEN FAKTUREN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"443100","TE ONTV. CN'S LEV (niet)",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"443000","TE ONTV. FACT. LEV (niet)",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420100","LENING B +/- 1 JAAR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439040","KREDIET VOORAFBETALING 2002",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439050","VOORAFBET BEL 2003",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"439060","voorafbetaling belastingen",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"100000","KAPITAAL",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423190","FIN J MERCEDES 300",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170100","LENING B",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174400","FIN E COMPUTER",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174200","FINANCEMENT C",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174100","FINANCEMENT B",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174000","Lening Hullebusch Chris",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"173100","PROMESSEN-BANKACCEPT (niet)",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"173010","INV KRED 726-3135010-50 > 1JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170300","LENING D",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170200","LENING C",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170170","renault megane investkred 726-3468507-61",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170160","INVESTERINGSKREDIET KBC 13.634 EURO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170150","INVESTERINGSKREDIET KBC 25.000,01 EURO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170140","INVESTERINGSKREDIET KBC 2 MIO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170130","INVESTERINGSKREDIET KB 4 MIO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174500","FIN F VRACHTW FLT2",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"161000","VOORZIENING BELASTINGEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"131000","ONBESCHIKBARE RESERVE",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"132000","BELASTINGVRIJE RESERVE",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"132100","BELASTINGVRIJE RESERVES - MEERWAARDEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"132500","BELASTE RESERVES",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"133000","BESCHIKBARE RESERVES",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170120","INVESTERINGSKREDIET KB 3 MIO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"141000","OVERGEDRAGEN VERLIES",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170110","INVESTERINGSKREDIET KB 5,5 MIO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"162000","VOORZIENING GROOT ONDERHOUD",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420120","INVESTERINGSKREDIET KBC 3 MIO +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423180","FIN MERCEDES 1217 - BQJ945 - +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"168200","UITGESTELDE BELASTING OP MEERWAARDEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"170000","LENING A INVESTERINGSKREDIET",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174300","FIN D MERCEDES",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"140000","OVERGEDRAGEN WINST",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423110","FIN B +/- 1 JAAR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420010","INVEST KRED 726-3135010-50 < 1 jr",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174600","FIN G VRACHTW BLZ585",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"130000","WETTELIJKE RESERVE",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420140","invest krediet 420-2678373-16",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420150","INVESTERINGSKREDIET 25000,01 EURO +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420160","INVESTERINGSKREDIET KBC 13.634 EURO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420000","LENING A +/- 1 JAAR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423100","FIN A +/- 1JAAR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420110","INVESTERINGSKREDIET KBC 5,5 MIO +/- 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423120","FIN C +/- 1 JAAR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423130","FIN D +/- 1 J AUTO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423140","FIN E COMPUTER",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423150","FIN F VRACHTW FLT",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423160","FIN G VRACHTW BLZ",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"423170","FIN H KOELGR BAK BLZ",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420170","renault megane investkr 726-3468507-61",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174930","FIN M CITROEN SAXO DLA312",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174910","FIN K BMW JO",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174700","FIN H KOELGR BAK BLZ",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"179000","ANDERE SCHULDEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174950","FIN CHRYSLER GRAND VOYAGER",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174920","FIN L BMW Chr.",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174940","FIN N VOLVO FL 611 + LAADBAK",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174800","FIN MERCEDES 1217 - BQJ945",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"420130","investeringskrediet 420-2867209-90",0.0000,0.0000,"",F," ","N","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"174900","FIN J MERCEDES",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"451001","BTW TE HERZIEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"451000","TE BETALEN BTW",0.0000,112.5600,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"451010","BTW R/C",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"410000","PROVISIE R S Z",0.0000,0.0000,"",F," ","N","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"499000","WACHTREKENING",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"490001","OVER TE DRAGEN INTRESTEN - VVD > 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"499001","waardebons res",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"400000","HANDELSDEBITEUREN",1988.3800,22.4000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"490002","OVER TE DRAGEN INTRESTEN - VVD < 1 JR",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"492000","TOE TE REKENEN KOSTEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"580002","GELDBEWEGING PROTON",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"580003","ONGEDEKTE PARTICULIERE CHEQUE",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"580004","geldbeweging payconiq",0.0000,0.0000,"",F," ","N","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"580005","GELDBEWEGING DOMICILIERING",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"595000","COMPUTERVERSCHILLEN",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"580006","geldbeweging visa mastercard",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"580001","GELDBEWEGING BANCONTACT",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"580000","GELDBEWEGING",0.0000,0.0000,"",F," "," ","A","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"493000","OVER TE DRAGEN OPBRENGSTEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"491000","VERKREGEN OPBRENGSTEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"490000","OVER TE DRAGEN KOSTEN",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"494000","BTW R/C",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"440000","LEVERANCIERS",0.0000,0.0000,"",F," "," ","P","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611500","ond en herst bureel-kantoormachines",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612137","BRANDSTOF PW  JOHAN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612133","brandstof machines-materiaal",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612000","WATER",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612100","GAS",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612110","ELEKTRICITEIT",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612120","BRANDSTOF VERWARMING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612130","BRANDSTOF MERCEDES (PW)",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611600","Computer en kosten",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612134","brandstof koelgroep en air adblue",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611400","OND.&HERST.INSTALLATIES",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612136","brandstof pw chris en johan",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611000","security",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612138","BRANDSTOF RENAULT AGC210",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612139","BRANDSTOF  PERSONENWAGENS",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612140","GASOLIE VERWARMING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612145","PETROLEUM VERWARMING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612200","ONDERHOUDSPRODUCTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612315","H/D OLVO A FLT289geschrapt",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612135","BRANDSTOF VRACHTAUTO",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"610000","HUUR DIEPVRIESRUIMTE",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612320","HERhdv418vgesch201117",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"602000","VERWERKING HANDELSGOEDEREN",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"604000","AANKOPEN 6%",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"604300","AANKOPEN 21 %",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
