reknr,omschr,debet,credit,afsluiten,afgesloten,btwkode,grootboek,apko,kode,debeta,credita,debetper,creditper,fiche,omschrfr,omschrde,omschren,marge,wagenpark
"604310","AANKOPEN TOEGIFTEN",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"604320","AANKOPEN 21 % WITGOED",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"604340","aankopen non food",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611150","verfraaiing bureel e,a,",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"608000","ONTVANGEN KORTING(-)",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611300","OND.&HERST.OND.CONTR",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"610100","HUUR PW - AUDI - INTREST - 100% AFTREKBAAR",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"610101","HUUR PW - AUDI - KAPITAAL - 75% AFTREKBAAR",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"610120","huur personenwagen",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"610200","HUUR GEBOUWEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"610300","HUUR MATERIEEL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"610400","huur domeinen",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611100","OND.&HERST.GEBOUWEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"611200","OND&HERST.MATERIAAL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"604350","AANKOPEN 0 %",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621000","werkgeversbijdragen voor rsz",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"614200","VERZEKERING VRACHTWAGENS",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620300","BRUTO LOON ARBEIDERS",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620305","KOSTEN EIGEN AAN DE WERKGEVER - ARBEIDERS",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620310","VAKANTIEGELD ARBEIDERS",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620320","VAKANTIEGELD BEDIENDEN",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620400","bezoldiging andere",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620210","vaa bedienden",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620410","BRUTOLOON JOBSTUDENT",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620205","KOSTEN EIGEN AAN DE WERKGEVER",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621100","PATRONALE BIJDRAGEN niet",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621200","w.g. bijdrage rsz bedienden",0.0000,0.0000,"",F,"-","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621210","rsz wg vorig boekjaar",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621300","w.g.bijdrage rsz arbeiders",0.0000,0.0000,"",F,"-","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621400","WGBIJDRAGEN RSZ LEERKONTRAKT",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621410","WERKGEVERSBIJDRAGE RSZ JOBSTUDENT",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620401","VAKANTIEGELD -LEERCONTRACT",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"618000","WEDDE ETIENNE",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"614210","VERZEKERING PERSONENWAGENS",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"614222","VERZEKERING PERSONEEL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"614500","VERZEKERING  BA-UITBATING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"615000","Transport en dienstverlening",0.0000,0.0000,"",F,"D","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"615100","CONTAINERKOSTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"615200","reis en verblijfkost buitenland",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620250","verbrekingsvergoeding bedienden",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"617000","INTERIMPERSONEEL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623000","A.PERSONEELSKOSTEN WERKGEVER",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"618050","WEDDE JOHAN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"618070","WEDDE ROSE",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"618080","WEDDE CHRIS",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"618110","REISVERGOEDING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620200","BRUTO WEDDE BEDIENDEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620201","VAKANTIEGELD BEDIENDEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"615500","DOUANEKOSTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"642100","VERVALLEN PRODUCTEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640800","TAKS UITHANGBORDEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640900","TAKS INVOERRECHTEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"641000","BOETES",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"641050","BOETEN PERSONEEL",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"641200","GEMEENTEBELASTINGEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612310","HER/OND NISSAN CFT632",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"621500","/HERVERDELING SOCIALE LASTEN",0.0000,0.0000,"",F,"-","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," ","N"
"642000","VERLIES OP HANDELSVORDERINGEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640700","RADIOTAKS VRACHTWAGENS",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"643000","VERNIETIGINGSKOSTEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"648000","BIJDRAGE SOCIALE VERZEKERING",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700650","Ontvangen comissies",0.0000,0.0000,"",F," "," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"740000","V A A AUTO",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"740001","V V A VOEDING",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"744300","TUSSENKOMST OPLEIDINGSCHEQUES",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"641300","BOETEN BTW",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640000","VERKEERSBELASTING VRACHTWAGENS",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"641100","PROVINCIEBELASTINGEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623100","bijdrage haccp",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623300","Prov vak geld arbeiders",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," ","N"
"623410","mc eigen bijdrage",0.0000,0.0000,"",F,"D","J","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," ","N"
"623420","VERPLAATSING WOON/WERKVERKEER",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623430","ARBEIDSKLEDING",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640750","tolgeld tunnel - Wegen",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623500","bijdrage brugpensioen",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640710","RADIOTAKS PERSONENWAGENS",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640010","VERKEERSBELASTING PERSONENWAGENS",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640200","TAKS PUBLICITEIT",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640210","NIET",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640400","sabam en reprobelheffing",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640500","NIET-AFTREKBARE BTW",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640600","taks keuringsrecht e.a",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"622000","SOCIALE VOORDELEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623440","kantinekosten",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613110","ERELOON BOEKHOUDING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612400","drukwerk en kantoor en magzijnbehoeften",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612410","aankoop adressenbestand",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612450","inrichtingskosten",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612500","VERPAKKING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612510","ETIKETTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613000","COMMISSIES AAN DERDEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613146","ERELOON PRODEM",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613101","ereloon notaris",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612355","/HER/OND CHRYSLER GDV927 (PW)",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613120","ERELOON ARCHITECT",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613121","ereloon studiebureau",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613130","ERELOON BEDRIJFSREVISOR",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613140","ereloon mediar",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613144","ereloon haccp",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613145","ERELOON RES/ERS",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613100","ERELOON ADVOCAAT",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612343","H & O NISSAN SUNNY VAN ABG816",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612331","her/ond renault1EVN789meganeexq",0.0000,0.0000,"",F,"D","J","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612330","herond nissan gdv927",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"641210","GEWESTBELASTINGEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612325","her/ond blz264geschrapt2312115",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"614100","BEDRIJFSL. VERZEK.",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612321","HER/ONDVOLPYX385geschr0611",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612361","PALETTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612342","her/ond 1npk852 jaguar",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612357","HER/OND VOLVO V40 EJQ973",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612344","her/ond rkk156 geschrapt190515",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612345","HER/OND MERCEDES 300 NCZ502",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612346","her ond rvy198renaultbestelw",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612347","her/ond wgx894 hyundai",0.0000,0.0000,"",F,"D","J","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612348","HER/OND AUDI XUD515 (PW)",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612350","HER/OND CLARK-STAPELAAR E.A.",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612360","KLEIN MATERIAAL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612335","HER/OND VW MERCEDES EQU708",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613820","vakliteratuur",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613804","steun- en lidgeld",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613303","geschenken > 50 euro excl  btw",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613350","PRESTATIES VREEMD PERSONEEL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613400","KOSTEN SOC. SECRETARIAAT",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613809","abonnement+kosten viasat mercedes s 320 cdi",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613808","bancontact visa payworld isabel",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613830","REPRESENTATIEKOSTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613540","SOCIAAL STATUUT",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613835","onthaalkosten",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613700","TELEFOON",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613807","ABONNEMENTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613806","cursus-opleidingskosten",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613710","POSTKOSTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613800","PUBLICITEIT",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613805","DEELNAME BEURZEN/TENTOONSTELLINGEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613530","GEWAARBORGD INKOMEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613147","ERELOON GERECHTSDEURWAARDER",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613148","ERELOON LEGAL OFFICE INTERNATIONAL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"612356","keuringskosten",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613149","ERELOON DIVERSE",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613200","BEROEPSBIJDRAGEN EN LIDGELD",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613210","IJKLOON",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613220","BIJDRAGE FED.AGENTSCHAP VOEDSELKETEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613302","geschenken <= 50 euro excl btw",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"614050","SCHADEGEVAL",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613500","(niet) VERZEKERING BA-UITBATING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613810","RECEPTIEKOSTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613301","SPAARKAARTen ACTIES",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"614000","BRANDVERZEKERING",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613840","dag van de klant",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613300","GESCHENKEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"744600","RECUP.GERECHTSKOSTEN",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700310","VERKOPEN 21 % ELECTR.",0.0000,0.0000,"",F,"3","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"748000","VERKOPEN INVESTERING",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700301","VERKOPEN 21% TUSSENKOMST GSM",0.0000,0.0000,"",F,"3","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"749000","Vrijstelling  bv overuren",0.0000,0.0000,"",F," ","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," ","N"
"744555","ONTVANGSTEN ONGEVALLEN - PERSONENWAGENS",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"744550","VERGOEDING SCHADEGEVAL",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"744500","VERGOEDING A O",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700300","VERKOPEN 21%",0.0000,0.0000,"",F,"3","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"744000","ONTVANGEN HUURGELDEN",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"743000","ONTVANGEN COMMISSIES",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"708000","KORTING OP VERKOPEN",0.0000,0.0000,"",F," "," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700801","KONTANTE VERKOPEN 21 %",0.0000,0.0000,"",F,"3","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700800","KONTANTE VERKOPEN 6 %",0.0000,0.0000,"",F,"1","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700700","VERK.MEDECONTRACTANT",0.0000,0.0000,"",F,"M","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700600","VERKOPEN 0%",0.0000,0.0000,"",F,"0","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700500","VERKOPEN UITVOER 0%",0.0000,0.0000,"",F,"I","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"744100","DIVERSE BEDRIJFSOPBRENGSTEN",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620302","EINDEJAARSPREMIE ARBEIDERS",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"609400","VOORRAADWIJZIGING HANDGOEDEREN",0.0000,0.0000,"",F,"H"," ","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"613150","DAGVAARDINGSKOSTEN",0.0000,0.0000,"",F,"D"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623450","PROVISIE VAK.GELD (TOEVOEGING)",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623451","PROVISIE VAK.GELD (AANWENDING)",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623460","EINDEJAARSPREMIE BEDIENDEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"623461","EINDEJAARSPREMIE ARBEIDERS",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"630000","AFSCHR.OPRICHTINGKOSTEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"630100","AFSCHR.IMMATERIELE VASTE ACTIVA",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"630200","AFSCHRIJVINGEN OP MATERIELE VASTE ACTIVA",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"634000","GEB.WAARDEVERMIND. HVORD. dotatie",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"634010","GEB.WAARDEVERMIND. HVORD. terugname",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"646010","NEERLEGGINGSKOSTEN JAARREKENING",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640300","FISKALE ZEGELS",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"620202","EINDEJAARSPREMIE BEDIENDEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"646000","WETTELIJKE BEKENDMAKINGEN",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"700320","VERKOPEN 21 % WITGOED",0.0000,0.0000,"",F,"3","N","E","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"640100","ONROERENDE VOORHEFFING",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"650200","INTREST KBC LEASE - MOBILEASE",0.0000,0.0000,"",F,"D","J","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"751001","ONTV.INTR,R/C",0.0000,0.0000,"",F," "," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"651000","INTREST LEVERANCIER",0.0000,0.0000,"",F,"D","N","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
"650900","INTREST BTW",0.0000,0.0000,"",F,"-"," ","R","",0.0000,0.0000,0.0000,0.0000," ","","",""," "," "
