nummer1,levnummer,levnaam,bonnrlev,periode,datum,fk,prdkode,prdomschr,aantal,eenheid,stukprijs,btwperc,lotnr,vervaldat,bonnr_lev
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","toevoegen Levering donderdag a",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","bestelbonnr: 238341",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","16276","Kroketco verse aardappelkroket",0.00,"VE",5.61,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Toevoegen levering donderdag a",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","bestelbonnr: 238356",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","16272","Kroketco aardappelpuree 2kg",2.00,"VE",0.11,0.0,"1111",30-01-2026,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Toevoegen levering donderdag a",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","bestelbonnr: 238367",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","16276","Kroketco verse aardappelkroket",0.00,"VE",5.61,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Toevoegen levering morgen",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Graag bevestiging aub",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","bestelbonnr: 238385",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","16276","Kroketco verse aardappelkroket",0.00,"VE",5.61,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Toevoegen levering morgen aub",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Graag bevestiging",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","bestelbonnr: 238386",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","16276","Kroketco verse aardappelkroket",0.00,"VE",5.61,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","toevoegen levering morgen aub",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","bestelbonnr: 238415",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","16276","Kroketco verse aardappelkroket",0.00,"VE",5.61,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","16276","Kroketco verse aardappelkroket",0.00,"VE",5.61,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Zoals telefonisch besproken gr",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","toevoegen aan levering vandaag",0.00,"",0.00,0.0,"",-  -,""
256511,"02648","Kroketco CommV"," 181220-57894",11,18-12-2025," ","","Bedankt !",0.00,"",0.00,0.0,"",-  -,""
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","","bestelbonnr: 238330",0.00,"",0.00,0.0,"",-  -,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","48222","Knorr prof Liquid Kalf Concent",6.00,"VE",16.07,0.0,"1111",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","00171","Knorr Fettuccini All'Uovo 2kg",1.00,"KART",16.73,0.0,"1111",31-01-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","48223","Knorr Kip bouillon pasta 20kg",1.00,"VE",216.99,0.0,"1111",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","13370","Knorr basicline kippenbouillon",0.00,"KART",61.51,0.0,"",-  -,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","87608","Knorr Demi Glace saus poeder 1",12.00,"VE",17.60,0.0,"0000087608256512",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","10894","Knorr Blanke roux 20kg zak",4.00,"VE",83.99,0.0,"0000010894256512",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","00210","Knorr Demi glace vloeibaar 1L",240.00,"VE",4.35,0.0,"0000000210256512",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","10893","Knorr Bruine Fond pasta 10 kg",2.00,"VE",152.39,0.0,"0000010893256512",28-02-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","11853","Knorr prof vleesbouillon pasta",2.00,"KART",139.02,0.0,"0000011853256512",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","00211","Knorr visfumet vloeibaar 1L",48.00,"VE",6.18,0.0,"0000000211256512",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","95000","Knorr Bisque d'Homard 800g",60.00,"VE",6.10,0.0,"0000095000256512",30-06-2028,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","10901","Knorr Witte wijnsaus saus 1.05",0.00,"VE",18.46,0.0,"",-  -,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","876092","Knorr bruine Fond pasta 1kg",6.00,"VE",16.62,0.0,"0000876092256512",04-01-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","11863","Knorr prof kippenbouillon past",10.00,"VE",111.68,0.0,"0000011863256512",28-02-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","95001","Knorr Bisque d'homard 2.4kg",60.00,"VE",16.50,0.0,"0000095001256512",31-05-2028,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","10342","Knorr Groentebouillon pasta 1.",18.00,"VE",17.91,0.0,"0000010342256512",31-01-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","10917","Knorr Visbouillon poeder 850g",30.00,"VE",13.71,0.0,"0000010917256512",31-03-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","10898","Knorr Gourmet Nantuasaus 1kg",12.00,"VE",19.78,0.0,"0000010898256512",31-03-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","48219","Knorr prof Liquid Vis Concentr",18.00,"VE",15.28,0.0,"0000048219256512",10-10-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","48221","Knorr prof Liquid Kip Concentr",24.00,"VE",16.07,0.0,"0000048221256512",12-08-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","48220","Knorr prof Liquid Rund Concent",18.00,"VE",15.22,0.0,"0000048220256512",31-01-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","48217","Knorr prof Liquid Schaaldieren",18.00,"VE",16.30,0.0,"0000048217256512",17-07-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","11845","Knorr Kippenbouillon TABLET 66",6.00,"VE",8.95,0.0,"0000011845256512",12-01-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","04984","Knorr Primerba garnalen 2x340g",5.00,"KART",19.33,0.0,"0000004984256512",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","49237","Knorr Primerba Knoflook  2x690",10.00,"KART",31.97,0.0,"0000049237256512",30-09-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","61812","Knorr Primerba Rode Pesto 2x70",15.00,"KART",33.38,0.0,"0000061812256512",31-12-2026,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","00093","Knorr Professional tomaten crË",6.00,"VE",17.00,0.0,"0000000093256512",31-01-2027,"AF"
256512,"02611","* Unilever Ambient"," 181220-59788",11,18-12-2025," ","00173","Knorr Maizena Express Bruine s",12.00,"VE",7.14,0.0,"0000000173256512",31-10-2028,"AF"
256513,"02585","Frans en Bertha Nv"," 181220-60652",11,18-12-2025," ","","bestelbonnr: 238361",0.00,"",0.00,0.0,"",-  -,""
256513,"02585","Frans en Bertha Nv"," 181220-60652",11,18-12-2025," ","","ophaling donderdag",0.00,"",0.00,0.0,"",-  -,""
256513,"02585","Frans en Bertha Nv"," 181220-60652",11,18-12-2025," ","20213","Frans & Bertha vers Stoofpotje",8.00,"VE",33.13,0.0,"1111",15-01-2026,""
256513,"02585","Frans en Bertha Nv"," 181220-60652",11,18-12-2025," ","13135","Frans & Bertha verse Vol-au-ve",4.00,"VE",18.54,0.0,"1111",15-01-2026,""
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","bestelbonnr: 238383",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","64402","Refill creme brulee ( base )",1.00,"KART",24.00,0.0,"1111",28-10-2027,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","52101","Mochis Mix Pack Exotique 64x35",1.00,"KART",59.90,0.0,"1111",07-09-2026,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","44332","Raspberry Pleasure gebak 12x10",4.00,"VE",41.85,0.0,"1111",06-11-2026,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","83100","Petit Plaisir Mix 900g",2.00,"KART",24.24,0.0,"1111",16-09-2026,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","91131","Crispy Island 11x95g",2.00,"KART",32.80,0.0,"1111",24-10-2026,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","80009","Buchette Premium Samba 8x95g",5.00,"VE",21.12,0.0,"1111",09-06-2027,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","81102","Tiramisu Heaven",4.00,"VE",29.56,0.0,"1111",24-09-2026,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","Afhaling morgen",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","bestelbonnr: 238390",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","51130","Sweet Cosmos 11x60g",2.00,"KART",35.14,0.0,"1111",23-11-2026,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","23119","/ SL The ring amaretti 230119",0.00,"VE",32.96,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","","Afhaling morgen",0.00,"",0.00,0.0,"",-  -,"AF"
256514,"001855","Mekabe"," 181220-61251",11,18-12-2025," ","17830","/ ZIE 46570 Coupe Walnoten 6x1",20.00,"VE",14.33,0.0,"1111",29-05-2027,"AF"
256515,"001855","Mekabe"," 181220-61351",11,18-12-2025," ","","bestelbonnr: 238407",0.00,"",0.00,0.0,"",-  -,"AF"
256515,"001855","Mekabe"," 181220-61351",11,18-12-2025," ","51300","Berry Bergamot 11st 95g gebak",5.00,"VE",36.87,0.0,"1111",20-11-2026,"AF"
256515,"001855","Mekabe"," 181220-61351",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256515,"001855","Mekabe"," 181220-61351",11,18-12-2025," ","","Meegeven met chauffeur nog aub",0.00,"",0.00,0.0,"",-  -,"AF"
256515,"001855","Mekabe"," 181220-61351",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","","bestelbonnr: 238349",0.00,"",0.00,0.0,"",-  -,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","51131","Valentijn Ruby Love Gebak  110",3.00,"KART",38.15,0.0,"1111",04-12-2026,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","454552","Chocolate Heaven 511308",4.00,"VE",36.89,0.0,"1111",16-12-2026,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","24303","R&R Mascarpone Framboos Glas",1.00,"KART",62.45,0.0,"1111",27-02-2027,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","85601","Roger Van Damme Pannenkoek/cre",8.00,"KART",16.13,0.0,"1111",14-05-2027,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","24405","R&R Hartige mix 3 smaken Kunst",1.00,"KART",114.45,0.0,"1111",21-05-2026,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","24244","R&R Zalmtartaar Citroenmousse",1.00,"KART",39.01,0.0,"1111",13-11-2026,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","65010","Tiramisu Boudoir  Monoportie 1",4.00,"KART",17.46,0.0,"1111",05-05-2027,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","24101","R&R Geitenkaas Paprika Tomaten",1.00,"KART",68.53,0.0,"1111",23-04-2027,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","46045","De verleiding framboos 8x90g",3.00,"VE",19.40,0.0,"1111",21-04-2027,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","51304","Lemon cloud 11x65g",1.00,"VE",36.87,0.0,"1111",21-10-2026,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","80008","Tarte tatin new style 8x125g",1.00,"VE",30.08,0.0,"1111",13-05-2026,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256516,"001855","Mekabe"," 181220-61562",11,18-12-2025," ","","Afhaling donderdag aub",0.00,"",0.00,0.0,"",-  -,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","","bestelbonnr: 238401",0.00,"",0.00,0.0,"",-  -,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","80009","Buchette Premium Samba 8x95g",6.00,"VE",21.12,0.0,"1111",09-06-2027,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","31660","Longueur Javanias 620g 3160600",1.00,"VE",13.65,0.0,"1111",01-02-2027,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","31606","Longueur miserable 31606014",1.00,"VE",13.65,0.0,"1111",10-06-2027,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","09192","Choc'o Nut 69x18.5g",1.00,"KART",17.28,0.0,"1111",30-04-2027,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","74023","Pop Salted caramel soes",1.00,"KART",20.43,0.0,"1111",30-12-2026,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","51189","Mini Croute Passie 24 x 29gr",1.00,"KART",22.93,0.0,"1111",04-10-2026,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","454552","Chocolate Heaven 511308",2.00,"VE",36.89,0.0,"1111",02-10-2026,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","51205","Quenelles passie 511205",1.00,"KART",33.58,0.0,"1111",01-07-2026,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","51130","Sweet Cosmos 11x60g",5.00,"KART",35.14,0.0,"1111",25-11-2026,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","","Nog meegeven met chauffeur van",0.00,"",0.00,0.0,"",-  -,"AF"
256517,"001855","Mekabe"," 181220-62138",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","bestelbonnr: 238416",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","51201","Quenelles vanille 20g mini 511",10.00,"VE",33.58,0.0,"1111",03-07-2026,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","51202","Quenelles chocolade 511202",5.00,"KART",33.58,0.0,"1111",24-06-2026,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","Graag nog meegeven met chauffe",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","Hij staat nu bij jullie normaa",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","bestelbonnr: 238417",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","72791","Progres  natuur klein 8 pers ÿ",40.00,"VE",11.62,0.0,"0000072791256518",12-09-2026,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","Kan dit ook nog mee aub?",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","bestelbonnr: 238418",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","71017","Moelleux intense 100% boter",2.00,"KART",25.09,0.0,"1111",14-05-2027,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","bestelbonnr: 238419",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","dit mag ook nog als het kan",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","46708","Delicious CrÍpes vanille 22 cm",4.00,"KART",13.97,0.0,"1111",07-05-2027,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","","bestelbonnr: 238420",0.00,"",0.00,0.0,"",-  -,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","23072","Winter Wonderland 11x95g",10.00,"KART",32.08,0.0,"0000023072256518",15-06-2027,"AF"
256518,"001855","Mekabe"," 181220-63994",11,18-12-2025," ","44333","Raspberry Pleasure Blokjes 70s",12.00,"VE",39.76,0.0,"0000044333256518",06-11-2026,"AF"
256519,"001855","Mekabe"," 181220-64376",11,18-12-2025," ","11412","Zeshoekblokjes mini mango timu",25.00,"VE",32.40,0.0,"0000011412256519",11-12-2026,"AF"
256519,"001855","Mekabe"," 181220-64376",11,18-12-2025," ","","doorgeven  60/ eenheid",0.00,"",0.00,0.0,"0000000000256519",-  -,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","","bestelbonnr: 238400",0.00,"",0.00,0.0,"",-  -,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26621","Garnaalkroket 37% 30x80g PANKO",28.00,"KART",57.39,0.0,"0000026621256520",27-05-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","926051","Wildkroket Fazant 10x65g",40.00,"KART",12.12,0.0,"0000926051256520",03-06-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26608","Apero gevogelte / kip Curry kr",20.00,"KART",9.53,0.0,"0000026608256520",20-05-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26055","Triple Karmeliet hamkroket 10x",10.00,"KART",9.46,0.0,"0000026055256520",27-09-2026,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","24426","Apero gerookte zalmkroketje 40",5.00,"KART",11.92,0.0,"0000024426256520",03-01-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26618","Apero geitenkaas zongedroogde",3.00,"KART",11.59,0.0,"0000026618256520",25-01-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26075","Apero kip thai 40 x 16g",10.00,"KART",10.98,0.0,"0000026075256520",08-11-2026,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26050","Apero bier Triple Karmeliet 40",10.00,"KART",9.95,0.0,"0000026050256520",01-05-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26612","Kaaskroket 22x80g  Oud Brugge",56.00,"KART",23.05,0.0,"0000026612256520",26-05-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26600","Garnaalkroket  26% 30x80g PANK",14.00,"KART",69.53,0.0,"00000266002565203201",21-01-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26001","Kaaskroket Panko 22x80g OUD Br",70.00,"KART",23.56,0.0,"0000026001256520",04-06-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26626","Garnaalkroket 37%  30x80g chap",42.00,"KART",56.17,0.0,"0000026626256520",10-06-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","24002","Apero kaaskroketje Oud Brugge",30.00,"KART",8.92,0.0,"0000024002256520",10-06-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","24406","Apero Ganda Ardense Balletjes",20.00,"KART",8.87,0.0,"0000024406256520",07-05-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26032","Tapas Kroket Serrano 66x30g",14.00,"KART",38.20,0.0,"0000026032256520",19-03-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","24409","Apero garnaalkroketje 40x16g",25.00,"KART",14.02,0.0,"0000024409256520",27-05-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26027","Kaaskroket Oud Brugge PANKO !!",14.00,"KART",16.56,0.0,"0000026027256520",10-06-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26033","Tapas Kroket Garnaal 66x30g",14.00,"KART",46.86,0.0,"0000026033256520",06-05-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","","bestelbonnr: 238409",0.00,"",0.00,0.0,"",-  -,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","926051","Wildkroket Fazant 10x65g",0.00,"KART",12.12,0.0,"",-  -,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","","bestelbonnr: 238410",0.00,"",0.00,0.0,"",-  -,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","24310","Serranokroket 10 x 65gram",2.00,"KART",12.25,0.0,"1111",19-03-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","26099","Kreeftkroket 10x65g",1.00,"KART",16.66,0.0,"1111",15-04-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","43945","Amandelkroket 30x35gr",3.00,"KART",4.96,0.0,"1111",25-11-2027,"AF"
256520,"001922","Amuse Croque bvba"," 191220-37926",11,19-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
