nummer1,levnummer,levnaam,bonnrlev,periode,datum,fk,prdkode,prdomschr,aantal,eenheid,stukprijs,btwperc,lotnr,vervaldat,bonnr_lev
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","","bestelbonnr: 237972",0.00,"",0.00,0.0,"",-  -,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","72049","Roomhoorn gele room 90gr Groot",5.00,"KART",36.67,0.0,"1111",26-07-2026,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","11772","Frikandelbroodje speciaal 1177",8.00,"KART",31.65,0.0,"0000011772256166",30-06-2026,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","72057","Mini mix assortiment Luxe geba",0.00,"KART",24.73,0.0,"",-  -,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","72028","Mini Eclair ARTISAN 25gr 90093",98.00,"KART",26.33,0.0,"0000072028256166",02-10-2026,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","94550","Bladerdeeg appeltaartje 105g",24.00,"KART",20.85,0.0,"0000094550256166",03-02-2027,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","72023","Mini Zwaantje 25g 90089",7.00,"KART",28.13,0.0,"0000072023256166",09-07-2026,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","72025","Mini Roomhoorntje met gele roo",14.00,"KART",25.99,0.0,"0000072025256166",09-07-2026,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","90500","Mini soes assortiment 90500",0.00,"KART",21.69,0.0,"",-  -,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","72026","Mini berlijnse bol gele room 7",98.00,"KART",27.39,0.0,"0000072026256166",05-09-2026,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","","graag bevestiging aub",0.00,"",0.00,0.0,"",-  -,"AF"
256166,"2074","Smilde Bakery nv"," 011220-58687",11,01-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","","bestelbonnr: 238022",0.00,"",0.00,0.0,"",-  -,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","10155","VERS Glutenvrij Achiel klein b",2.00,"VE",2.76,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","10157","VERS Glutenvrij Lydia blok kle",2.00,"VE",2.86,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","10165","VERS Glutenvrij Rozijnenbrood",3.00,"VE",4.25,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","88852","VERS Glutenvrij Pistolet pakke",2.00,"VE",4.39,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","88853","VERS Glutenvrij Donker pistole",2.00,"VE",4.73,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28215","VERS Glutenvrij Chocoladekoek",1.00,"VE",2.79,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28213","VERS Glutenvrij Lange Suisse 2",1.00,"VE",2.79,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28218","VERS Glutenvrij Sofietjes 2 st",2.00,"VE",2.79,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28220","VERS Glutenvrij Frangipanetaar",3.00,"VE",4.69,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28206","VERS Glutenvrij Bokkepoten 200",2.00,"VE",3.85,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28201","VERS Glutenvrij Spiegeltjes",2.00,"VE",3.85,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28208","VERS Glutenvrij Vanille wafels",5.00,"VE",3.07,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28207","VERS Glutenvrij Vanille Wafels",5.00,"VE",3.69,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","28205","VERS Glutenvrij American Cooki",3.00,"VE",3.82,0.0,"1111",07-12-2025,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","","Delhaize Izegem",0.00,"",0.00,0.0,"",-  -,"AF"
256167,"02599","Lotjans(2%)"," 011220-60769",11,01-12-2025," ","","Afhaling 02/12",0.00,"",0.00,0.0,"",-  -,"AF"
256168,"002434","Ardo nv -2%"," 021220-29228",11,02-12-2025," ","","bestelbonnr: 237984",0.00,"",0.00,0.0,"",-  -,"AF"
256168,"002434","Ardo nv -2%"," 021220-29228",11,02-12-2025," ","11228","Trio crispy groente Fingers 1k",9.00,"KART",34.80,0.0,"0000011228256168",31-07-2027,"AF"
256168,"002434","Ardo nv -2%"," 021220-29228",11,02-12-2025," ","","Graag toevoegen aan levering d",0.00,"",0.00,0.0,"",-  -,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","","bestelbonnr: 237963",0.00,"",0.00,0.0,"",-  -,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04290","Insalata Olympia 1500g",6.00,"KG",4.61,0.0,"1111",25-08-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","97228","Insalata Mediterranea 1500g",6.00,"KG",3.91,0.0,"1111",14-07-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04897","Insalata Sapphira Å1500g",6.00,"KG",4.61,0.0,"1111",10-07-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04738","Soffritto mix",0.00,"VE",1.45,0.0,"",-  -,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04898","Insalata mediterranea",4.00,"VE",3.91,0.0,"1111",14-07-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04908","Insalata Eldorado 1500g",6.00,"KG",4.61,0.0,"1111",10-07-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","97228","Insalata Mediterranea 1500g",6.00,"KG",3.91,0.0,"1111",14-07-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04290","Insalata Olympia 1500g",6.00,"KG",4.61,0.0,"1111",25-08-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04897","Insalata Sapphira Å1500g",6.00,"KG",4.61,0.0,"1111",10-07-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","13661","Chop choy mix",56.00,"VE",2.00,0.0,"1111",02-10-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","14878","Gesneden broccoli",40.00,"VE",1.62,0.0,"1111",03-04-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","04738","Soffritto mix",70.00,"VE",1.45,0.0,"1111",09-10-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","88020","Groentenburger 100gr PP",10.00,"KG",4.31,0.0,"1111",31-05-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","08003","Puree pompoen 1kg PP",10.00,"KG",2.02,0.0,"1111",30-04-2028,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","08713","Puree bloemkool in porties PP",10.00,"KG",1.66,0.0,"1111",29-02-2028,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","14790","Spinazie Mediterranea 10x1kg",10.00,"KG",3.64,0.0,"1111",28-11-2026,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","02038","Groente  brunoise extra fijne",720.00,"KG",1.25,0.0,"0000002038256169",24-04-2028,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","03054","Puree  Knolselder Ardo",180.00,"KG",1.67,0.0,"0000003054256169",31-03-2028,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","01812","Wortelschijfjes REGENBOOG (vla",90.00,"KG",1.31,0.0,"0000001812256169",29-10-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","05002","Ajuinkubus 6x6 2.5kg Ardo LP",180.00,"KG",1.63,0.0,"0000005002256169",31-03-2028,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","01107","Prei fijne gesneden 70/30 2.5k",90.00,"KG",1.42,0.0,"0000001107256169",29-10-2027,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","","Graag bevestiging aub",0.00,"",0.00,0.0,"",-  -,"AF"
256169,"002434","Ardo nv -2%"," 021220-30033",11,02-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","","bestelbonnr: 237971",0.00,"",0.00,0.0,"",-  -,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","93019","Rigatone GLUTENVRIJ 250gr port",1.00,"KART",17.61,0.0,"1111",02-11-2026,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","93044","Ravioli Tartufo e Funghi 32gr/",15.00,"KART",28.66,0.0,"0000093044256170",25-09-2026,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","92811","Fusilli wit 4kg BUF12",576.00,"KG",1.93,0.0,"0000092811256170",24-03-2027,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","92011","Macaroni 2.5 kg A7",240.00,"KG",2.06,0.0,"0000092011256170",22-04-2027,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","92019","Linguine porties 50g A19",720.00,"KG",2.82,0.0,"0000092019256170",07-11-2026,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","85022","Lasagne bladen 25 x 46cm A22",12.00,"KART",39.00,0.0,"0000085022256170",31-03-2027,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","","Graag bevestiging voor leverin",0.00,"",0.00,0.0,"",-  -,"AF"
256170,"001507","Smiling Cook"," 021220-30212",11,02-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","","bestelbonnr: 237975",0.00,"",0.00,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05270","Broccoli mix 1 kg Pinguin",30.00,"KG",1.65,0.0,"1111",16-05-2026,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05220","Spruiten14/22 1kg Pinguin",30.00,"KG",1.70,0.0,"1111",07-10-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05038","Bladspinazie  mini portie 1kg",30.00,"KG",1.34,0.0,"1111",03-11-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05037","Broccoli 20/40 1 kg Pinguin",30.00,"KG",2.50,0.0,"1111",17-07-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","06001","Lookkubus 4x4  250g Pinguin",144.00,"VE",1.03,0.0,"0000006001256171",26-12-2026,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","06094","DarÈgal look 250g",120.00,"VE",3.46,0.0,"0000006094256171",31-05-2028,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","06093","DarÈgal bieslook 250g",96.00,"VE",2.45,0.0,"0000006093256171",31-05-2028,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","01279","Venkel 10/10 2.5kg",180.00,"KG",1.59,0.0,"0000001279256171",08-10-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","06092","DarÈgal dragon 250g",40.00,"VE",2.31,0.0,"0000006092256171",30-04-2028,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","02652","Groentemix broccolisoep 2x5kg",90.00,"KG",1.44,0.0,"0000002652256171",13-06-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","01913","Prei in de room 2.5 kg",180.00,"KG",2.28,0.0,"0000001913256171",03-10-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","02198","Schorseneren    6/14 2.5kg",90.00,"KG",2.80,0.0,"0000002198256171",03-04-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","02654","Groentemix seldersoep 5kg",90.00,"KG",1.25,0.0,"0000002654256171",18-07-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05025","Soepgroenten 10 soorten 1kg Pi",20.00,"KG",1.13,0.0,"1111",31-01-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05030","Spinazie gehakt 1kg pello S2P3",20.00,"KG",1.14,0.0,"1111",07-05-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05037","Broccoli 20/40 1 kg Pinguin",0.00,"KG",2.50,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","99134","Wortelschijfjes golfsnit 1 kg",20.00,"KG",1.15,0.0,"1111",12-08-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05270","Broccoli mix 1 kg Pinguin",0.00,"KG",1.65,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05038","Bladspinazie  mini portie 1kg",0.00,"KG",1.34,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05220","Spruiten14/22 1kg Pinguin",0.00,"KG",1.70,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05115","Champignon schijf 1kg Pinguin",20.00,"KG",1.46,0.0,"1111",30-08-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05041","Jonge wortelen 6/10 1kg Pingui",20.00,"KG",1.38,0.0,"1111",08-05-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","05190","Tomaten kubus 1kg Pinguiin",20.00,"KG",1.66,0.0,"1111",06-06-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","02842","Misto per sofrito 1kg",20.00,"KG",1.35,0.0,"1111",09-10-2027,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","","Graag bevestiging aub",0.00,"",0.00,0.0,"",-  -,"AF"
256171,"002240","Greenyard Pinguin Frozen - 1"," 021220-31232",11,02-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","","bestelbonnr: 237960",0.00,"",0.00,0.0,"",-  -,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","02331","Duo gele en oranje wortelschij",160.00,"KG",1.61,0.0,"0000002331256172",31-10-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","01075","Bonen Extra Fijn Minute Bondue",1440.00,"KG",3.59,0.0,"0000001075256172",30-04-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","02588","Groenten grill mix AndalusiÎ 1",48.00,"KG",3.59,0.0,"0000002588256172",30-09-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","96216","Bladspinazie Bonduelle 125gr",160.00,"KG",1.68,0.0,"0000096216256172",31-10-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","13075","Bloemkool 35/50mm Minute",240.00,"KG",1.82,0.0,"0000013075256172",31-07-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","98549","Schorseneren minute 2.5kg Bond",40.00,"KG",3.29,0.0,"0000098549256172",31-03-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","98772","Erwten extra fijn 2.5kg MINUTE",160.00,"KG",2.40,0.0,"0000098772256172",31-10-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","01480","Wortelstaafjes Minute 2.5kg",1280.00,"KG",1.50,0.0,"0000001480256172",31-08-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","01005","Broccoliroosjes 40/60mm Bondue",480.00,"KG",3.43,0.0,"0000001005256172",31-10-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","01027","Groenten Koninginnemengeling M",560.00,"KG",2.56,0.0,"0000001027256172",30-11-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","02546","Duo wortel en pastinaak 2.5kg",160.00,"KG",2.68,0.0,"0000002546256172",31-08-2027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","01087","Parijse Mini Champignons 1kg",80.00,"KG",3.98,0.0,"0000001087256172",30-04-2026,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","02077","Wokmix China  2.5 kg minute bo",80.00,"KG",3.06,0.0,"0000002077256172",23-11-0027,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","","Graag bevestiging voor leverin",0.00,"",0.00,0.0,"",-  -,"AF"
256172,"000181","Bonduelle Northern Eur -2%"," 021220-32777",11,02-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256173,"001306","Poppies Bakeries NV"," 021220-32916",11,02-12-2025," ","","bestelbonnr: 237893",0.00,"",0.00,0.0,"",-  -,"AF"
256173,"001306","Poppies Bakeries NV"," 021220-32916",11,02-12-2025," ","72779","Mini Frangipane  120st 1 75 kg",140.00,"KART",9.23,0.0,"0000072779256173",05-11-2026,"AF"
256173,"001306","Poppies Bakeries NV"," 021220-32916",11,02-12-2025," ","72771","Slagroomsoesjes gevuld 160 st",120.00,"KART",10.73,0.0,"0000072771256173",01-05-2027,"AF"
256173,"001306","Poppies Bakeries NV"," 021220-32916",11,02-12-2025," ","","Graag bevestiging aub",0.00,"",0.00,0.0,"",-  -,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","","bestelbonnr: 237983",0.00,"",0.00,0.0,"",-  -,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","21706","Fazantfilet MET vel",16.87,"KG",14.95,0.0,"1111",04-02-2028,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","21502","Hertenkalfrugfilet Nieuw Zeela",2712.09,"KG",26.50,0.0,"0000021502256174",17-04-2027,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","21305","Haas filets 120-140g",189.00,"KG",15.75,0.0,"0000021305256174",18-08-2028,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","21505","Hert goulash per +/-2 5 kg eur",2845.99,"KG",7.80,0.0,"0000021505256174",24-07-2028,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","20001","Eendenborst  300-350g EU",800.00,"KG",8.00,0.0,"0000020001256174",01-08-2026,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","19902","Konijnenbouten 225-275gr 5kg C",320.00,"KG",4.20,0.0,"0000019902256174",04-06-2028,"AF"
256174,"000623","RAVERCO NV"," 031220-21094",11,03-12-2025," ","","doorgeven variabel gewicht",0.00,"",0.00,0.0,"0000000000256174",-  -,"AF"
256175,"2425","Varesa NV"," 021220-33803",11,02-12-2025," ","","bestelbonnr: 237981",0.00,"",0.00,0.0,"",-  -,"AF"
256175,"2425","Varesa NV"," 021220-33803",11,02-12-2025," ","07347","Solarec VOLLE melk 12 x 1L dop",65.00,"KART",9.18,0.0,"0000007347256175",26-08-2026,"AF"
256176,"000736","KLAAS PUUL BV"," 021220-33847",11,02-12-2025," ","","bestelbonnr: 238039",0.00,"",0.00,0.0,"",-  -,"AF"
256176,"000736","KLAAS PUUL BV"," 021220-33847",11,02-12-2025," ","35502","Verse garnalen 1kg KLAAS PUUL",216.00,"KG",34.00,0.0,"0000035502256176",22-12-2025,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","","bestelbonnr: 238003",0.00,"",0.00,0.0,"",-  -,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","80043","IJstaart Feestklok 950ml 8pers",2.00,"VE",15.00,0.0,"1111",09-10-2026,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","80042","IJstaart Elegance Speculoos 11",1.00,"VE",14.75,0.0,"1111",10-04-2026,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","80062","IJstaart Kerstman 850ml 7pers",1.00,"VE",14.00,0.0,"1111",19-05-2026,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","62012","Portie Nougat glace 6x120ml  M",15.00,"KART",8.25,0.0,"1111",28-08-2026,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","","Kan dit nog mee voor levering",0.00,"",0.00,0.0,"",-  -,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","","Graag bevestiging",0.00,"",0.00,0.0,"",-  -,"AF"
256177,"001969","Missault Roomijs nv   c"," 021220-34145",11,02-12-2025," ","","Bedankt!!",0.00,"",0.00,0.0,"",-  -,"AF"
256178,"001969","Missault Roomijs nv   c"," 021220-34221",11,02-12-2025," ","","bestelbonnr: 238033",0.00,"",0.00,0.0,"",-  -,"AF"
256178,"001969","Missault Roomijs nv   c"," 021220-34221",11,02-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256178,"001969","Missault Roomijs nv   c"," 021220-34221",11,02-12-2025," ","80035","IJsbuche Bresilienne 700ml 6pe",2.00,"VE",11.50,0.0,"1111",25-11-2026,"AF"
256178,"001969","Missault Roomijs nv   c"," 021220-34221",11,02-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256178,"001969","Missault Roomijs nv   c"," 021220-34221",11,02-12-2025," ","","Kan deze er nog bij voor lever",0.00,"",0.00,0.0,"",-  -,"AF"
256178,"001969","Missault Roomijs nv   c"," 021220-34221",11,02-12-2025," ","","Bedankt !!",0.00,"",0.00,0.0,"",-  -,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","","bestelbonnr: 237978",0.00,"",0.00,0.0,"",-  -,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","","",0.00,"",0.00,0.0,"",-  -,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","80043","IJstaart Feestklok 950ml 8pers",3.00,"VE",15.00,0.0,"1111",09-10-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","80043","IJstaart Feestklok 950ml 8pers",0.00,"VE",15.00,0.0,"",-  -,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","80040","IJstaart Gateau Bourbon 1300ml",2.00,"VE",15.00,0.0,"1111",24-11-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","61059","IJstaart Mont Blanc 950ml 8per",1.00,"VE",15.00,0.0,"1111",03-07-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","62051","IJstaart Siberische ijsverrass",1.00,"VE",15.00,0.0,"1111",10-10-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","81034","IJsbuche Siberienne 700ml 6per",12.00,"VE",11.50,0.0,"1111",03-07-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","80031","Portie Suikerarm 6x130ml",3.00,"KART",12.46,0.0,"1111",16-04-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","80044","IJstaart Miroir Cafe 800ml 7pe",1.00,"VE",13.50,0.0,"1111",23-10-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","81034","IJsbuche Siberienne 700ml 6per",0.00,"VE",11.50,0.0,"",-  -,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","80038","IJsbuche Framboise 700ml 6pers",2.00,"VE",11.50,0.0,"1111",26-05-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","80043","IJstaart Feestklok 950ml 8pers",0.00,"VE",15.00,0.0,"",-  -,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","61016","IJstaart Framboisier rond 1100",2.00,"VE",14.75,0.0,"1111",24-11-2026,"AF"
256179,"001969","Missault Roomijs nv   c"," 021220-34631",11,02-12-2025," ","62049","IJstaart Winterlandschap 1100m",1.00,"VE",15.00,0.0,"1111",12-11-2026,"AF"
